Title,Date,URL,Location
City Council Meeting ,09/12/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Sons of Confederate Veterans ,09/13/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Master Gardeners Meeting ,09/14/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Historic District Development Committee Meeting ,09/15/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Airport Commission Meeting ,09/19/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
4-H Junior Leaders Meeting ,09/19/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Bike Natchitoches Meeting ,09/20/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Cane River Photographic Society Meeting ,09/21/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Natchitoches Humane Society Meeting ,09/22/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Krewe of Excellence Meeting ,09/25/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
City Council Meeting ,09/26/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Genealogical Society Meeting ,09/27/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-9,Natchitoches
Historic District Committee Meeting ,10/03/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches Planning & Zoning Meeting ,10/04/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches Hope for Paws Meeting ,10/06/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Cane River Green Market ,10/08/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
City Council Meeting ,10/10/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Sons of Confederate Veterans ,10/11/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Master Gardeners Meeting ,10/12/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
LNC Meeting  ,10/14/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Cane River Green Market ,10/15/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Airport Commission Meeting ,10/17/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
4-H Junior Leaders Meeting ,10/17/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Bike Natchitoches Meeting ,10/18/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Cane River Photographic Society Meeting ,10/19/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Historic District Development Committee Meeting ,10/20/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Cane River Green Market ,10/22/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Krewe of Excellence Meeting ,10/23/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches City Council Meeting ,10/24/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Genealogical Society Meeting ,10/25/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches Humane Society Meeting ,10/27/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Cane River Green Market ,10/29/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-10,Natchitoches
Natchitoches Planning & Zoning Meeting ,11/01/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Natchitoches Hope for Paws Meeting ,11/03/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Cane River Green Market ,11/05/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Historic District Committee Meeting ,11/07/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Sons of Confederate Veterans ,11/08/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Master Gardeners Meeting ,11/09/2016 - 9:00am to 1:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Cane River Green Market ,11/12/2016 - 8:00am to 12:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
City Council Meeting ,11/14/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Bike Natchitoches Meeting ,11/15/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Cane River Photographic Society Meeting ,11/16/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Historic District Development Committee Meeting ,11/17/2016 - 10:00am,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Airport Commission Meeting ,11/21/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
4-H Junior Leaders Meeting ,11/21/2016 - 6:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Genealogical Society Meeting ,11/22/2016 - 7:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Natchitoches Humane Society Meeting ,11/24/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
Krewe of Excellence Meeting ,11/27/2016 - 5:00pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
City Council Meeting ,11/28/2016 - 5:30pm,http://www.natchitochesla.gov/calendar-node-field-date/month/2016-11,Natchitoches
"""Zooniversity"" at the Vernon Parish Library","July 13, 2016",http://www.chambervernonparish.com/events/details/zooniversity-at-the-vernon-parish-library-597,Leesville
16th Annual Golf Tournament,"July 9, 2016",http://www.beauchamber.org/events/details/16th-annual-golf-tournament-4,Beauregard
25th Annual Chamber Auction,"September 10, 2016",http://www.beauchamber.org/events/details/25th-annual-chamber-auction-10,Beauregard
2nd Annual Business Expo,"October 21, 2016",http://www.beauchamber.org/events/details/2nd-annual-business-expo-12,Beauregard
Lighted Christmas Parade,"December 3, 2016",http://www.beauchamber.org/events/details/lighted-christmas-parade-11,Beauregard
Louisiana Cotton Festival,"October 3, 2016 5:00 pm - October 9, 2016 12:00 am",http://www.villeplattechamber.com/event/louisiana-cotton-festival/,Ville Platte
Louisiana Tournoi,"October 9, 2016",http://www.villeplattechamber.com/event/louisiana-tournoi/,Ville Platte
Eunice Farmers' Market,"Jul 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Jul 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Jul 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Jul 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Jul 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Jul 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Jul 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Jul 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Jul 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
ECCBC Summer Concert Series,"Jul 14, 2016 - Jul 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Jul 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Jul 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Jul 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Jul 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Jul 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Jul 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Jul 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Jul 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Jul 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Jul 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Jul 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Jul 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Jul 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Jul 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Jul 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Jul 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Jul 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Jul 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Jul 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Jul 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Jul 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Jul 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Aug 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Louisiana Red at the Liberty,"Aug 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Aug 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Aug 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Aug 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Aug 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Aug 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Aug 06, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Aug 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Aug 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Aug 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Aug 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Aug 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Aug 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Aug 13, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Aug 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Aug 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Aug 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Aug 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Aug 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Aug 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Aug 20, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Aug 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Aug 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Aug 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Aug 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Aug 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Aug 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Aug 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Aug 27, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Aug 31, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Aug 31, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Sep 02, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 02, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Sep 02, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Sep 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Sep 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Sep 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Sep 03, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 07, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Sep 07, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
