Title,Date,URL,Location
Jam Session,"Sep 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Sep 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Sep 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Sep 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Sep 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Sep 10, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 14, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Sep 14, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Sep 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Sep 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Sep 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Sep 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Sep 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Sep 17, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 21, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Sep 21, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Sep 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Sep 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Sep 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Sep 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Sep 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Sep 24, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Sep 28, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Sep 28, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Sep 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Sep 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Sep 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 01, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 01, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Oct 01, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Oct 01, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Oct 01, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Oct 01, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Oct 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Oct 07, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 07, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Oct 07, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Oct 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Oct 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Oct 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Oct 08, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Oct 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Oct 14, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 14, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Oct 14, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Oct 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Oct 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Oct 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Oct 15, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Oct 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Oct 21, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 21, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Oct 21, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
2nd Annual Experience Louisiana Festival,"Oct 22, 2016 - Oct 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Oct 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Oct 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Oct 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Oct 22, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Blackpot Camp,"Oct 23, 2016 - Oct 28, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Oct 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Oct 28, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 28, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Oct 28, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Oct 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Oct 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Oct 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Oct 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Oct 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Oct 29, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 02, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Nov 02, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Nov 04, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 04, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Nov 04, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Nov 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Nov 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Nov 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Nov 05, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Nov 09, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Nov 11, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 11, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Nov 11, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Nov 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Nov 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Nov 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Nov 12, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Nov 16, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Nov 18, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 18, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Nov 18, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Nov 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Nov 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Nov 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Prairie Acadian Cultural Center,"Nov 19, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Nov 23, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Jam Session,"Nov 25, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 25, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Le Café Cajun,"Nov 25, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rocky's Live Music,"Nov 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Old Fashioned Fais-do-do Barn Dances,"Nov 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Rendez-vous des Cajuns,"Nov 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Jam Session,"Nov 26, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Eunice Farmers' Market,"Nov 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
Cajun Music Jam at Rocky's,"Nov 30, 2016",http://www.cajuntravel.com/events.php?startdate=06%2F29%2F2016&enddate=11%2F30%2F2016&city=eunice&category=all&limit=all,St. Landry
"
		2nd Annual Red River Car Show	","
			July 15 @ 5:00 pm - July 16 @ 5:00 pm		",http://redriverparish.org/chamberevents/list/,Red River
Painting in the Park,07-16-16,http://www.toledobendlakecountry.com/event/painting-park,Sabine
Sportsman Bass Club,07-16-16,http://www.toledobendlakecountry.com/event/sportsman-bass-club-4,Sabine
2016 Fish for the Wish Big Bass Challenge,07-18-16,http://www.toledobendlakecountry.com/event/2016-fish-wish-big-bass-challenge,Sabine
Media Bass Tournament,07-23-16 to 07-24-16,http://www.toledobendlakecountry.com/event/media-bass-tournament-1,Sabine
Sportsman Bass Club,07-25-16,http://www.toledobendlakecountry.com/event/sportsman-bass-club-5,Sabine
Bass-N-Bucks,07-30-16,http://www.toledobendlakecountry.com/event/bass-n-bucks-6,Sabine
B and B Outdoors Open Shoot Out,07-30-16,http://www.toledobendlakecountry.com/event/b-and-b-outdoors-open-shoot-out-1,Sabine
B and B Outdoors Open Shoot Out,08-13-16,http://www.toledobendlakecountry.com/event/b-and-b-outdoors-open-shoot-out-2,Sabine
Sportsman Bass Club,08-20-16,http://www.toledobendlakecountry.com/event/sportsman-bass-club-6,Sabine
Bass-N-Bucks,08-20-16,http://www.toledobendlakecountry.com/event/bass-n-bucks-4,Sabine
St. Jude's Fall Fest,09-09-16 to 09-10-16,http://www.toledobendlakecountry.com/event/st-judes-fall-fest,Sabine
Triton Boat Owners Tournament,09-09-16 to 09-10-16,http://www.toledobendlakecountry.com/event/triton-boat-owners-tournament,Sabine
B and B Outdoors Open Shoot Out,09-10-16,http://www.toledobendlakecountry.com/event/b-and-b-outdoors-open-shoot-out-3,Sabine
Sportsman Bass Club,09-17-16,http://www.toledobendlakecountry.com/event/sportsman-bass-club-7,Sabine
Bass-N-Bucks,09-17-16,http://www.toledobendlakecountry.com/event/bass-n-bucks-5,Sabine
Elliot Electric Tournament,09-17-16 to 09-18-16,http://www.toledobendlakecountry.com/event/elliot-electric-tournament,Sabine
American Bass Anglers Championship,09-23-16 to 09-24-16,http://www.toledobendlakecountry.com/event/american-bass-anglers-championship,Sabine
Louisiana Bass Nation High School,09-23-16 to 09-24-16,http://www.toledobendlakecountry.com/event/louisiana-bass-nation-high-school,Sabine
Media Bass Championship,10-01-16 to 10-02-16,http://www.toledobendlakecountry.com/event/media-bass-championship,Sabine
B and B Outdoors Open Shoot Out,10-08-16,http://www.toledobendlakecountry.com/event/b-and-b-outdoors-open-shoot-out-4,Sabine
Sportsman Bass Club,10-15-16,http://www.toledobendlakecountry.com/event/sportsman-bass-club-8,Sabine
